system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.425,40,17,66,0.138669526087353,0.15884237154526615,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.5333333333333333,60,32,66,0.14037397726706405,0.16637211750465614,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.6,80,48,66,0.14532635628751928,0.1725607416604273,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.66,100,66,66,0.1507732333621009,0.0,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.0,5,0,66,0.08115459312213028,0.15443737232209934,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.0,10,0,66,0.08097729936041395,0.1585283371400661,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.0,20,0,66,0.09345176727532385,0.16510359988379514,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.3,40,12,66,0.1169533144745452,0.17331984595380467,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.48333333333333334,60,29,66,0.13494402908971495,0.1745170397706798,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.5875,80,47,66,0.1451962884517013,0.1730810130036993,0.15,True,False,False
cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.66,100,66,66,0.15077323336210088,0.0,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.4,5,2,66,0.1407556760859075,0.15130047321874265,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.6,10,6,66,0.1492827121946362,0.15093884682515255,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.6,20,12,66,0.1467367883525204,0.151782344614496,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.575,40,23,66,0.1480348522219643,0.1525988207888586,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.6333333333333333,60,38,66,0.14891510753053266,0.15356042210945323,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.6375,80,51,66,0.14682125634808424,0.16658114141816757,0.15,True,False,False
cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.66,100,66,66,0.1507732333621009,0.0,0.15,True,False,False
cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.2,5,1,66,0.10161019260636661,0.15336076182292901,0.15,True,False,False
cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.2,10,2,66,0.11075540327190465,0.15521965892767825,0.15,True,False,False
cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.35,20,7,66,0.12631984350670497,0.15688658082594986,0.15,True,False,False
cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.425,40,17,66,0.13868832031877892,0.1588298420576489,0.15,True,False,False
