selection_mode,seed,system_id,badness_target,coverage,selected_judge_id,selection_metric,selection_far,selection_accepted_error,coverage_achieved,tie_breaker_used,source_split,uses_test_labels
per_system_target_calibration_selected_baseline,7,two_tank,bad_rmse,0.05,invariant_only,false_accept_rate,0.0,0.011073344219103188,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,7,two_tank,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.0,0.1084282075037172,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,7,two_tank,bad_rmse_or_event,0.05,invariant_only,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.015695404633171903,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.022757330252657887,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.00764144703082351,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.013940685972004072,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.06598259701751731,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.0,0.10388847389872115,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_rmse_or_event,0.05,learned_error_classifier,false_accept_rate,0.0,0.0,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,8,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.017575895551445002,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0189051858784066,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.008139118212566536,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.012643269270730065,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,9,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,9,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
