system_id,seed,model_id,badness_target,bad_threshold,coverage,primary_calibrated_far,oracle_far,oracle_gap
two_tank,0,mlp_state_space,bad_event,0.5,0.02,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.05,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.1,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.2,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.4,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.6,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.8,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,1.0,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.01,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.02,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.05,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.1,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.2,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.4,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.6,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,0.8,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_event,0.5,1.0,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.01,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.02,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.05,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.1,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.2,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.4,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.6,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,0.8,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_event,0.5,1.0,0.0,0.0,0.0
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.01,1.0,0.0,1.0
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.02,1.0,0.0,1.0
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.05,1.0,0.6666666666666666,0.33333333333333337
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.1,1.0,0.8,0.19999999999999996
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.2,1.0,0.9,0.09999999999999998
two_tank,0,hold_last,bad_rmse_or_event,0.05,0.4,1.0,0.95,0.050000000000000044
