seed,system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,5.65607268393674,5.668236896008043,0.15,True,False,False
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.612870078520059,5.680558073871127,0.15,True,False,False
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.659037827990732,5.672342239341035,0.15,True,False,False
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.6955305017796,5.624255434332883,0.15,True,False,False
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.647209160202874,5.746265733193072,0.15,True,False,False
0,cstr,hold_last,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800914,0.0,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.875222831283191,5.708694034986056,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.911818676430845,5.750931785730921,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.027609874099676,5.826873124976222,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.171023366106683,5.997685213930399,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.335859110285627,6.16376252157384,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.49187313370913,6.367609839168048,0.15,True,False,False
0,cstr,hold_last,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800913,0.0,0.15,True,False,False
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.9369353093246655,5.7054460098259785,0.15,True,False,True
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.953495119918356,5.746301069787864,0.15,True,False,True
0,cstr,hold_last,best_single_signal_selected_on_calibration,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.027609874099675,5.826873124976222,0.15,True,False,True
